concept_id,concept_en,gloss_en,combined_score,specificity,total_weight,total_degree,n_seed_connections,n_edges,seed_terms,relations,is_generic
cn_1225,slope,the property possessed by a line or surface that departs from the horizontal,0.2055,0.0685,5.0,73.0,3,3,decline;fall;side,MannerOf;Synonym,true
cn_1226,andromeda,"(Greek mythology) an Ethiopian princess and daughter of Cassiopeia; she was fastened to a rock and exposed to a sea monster that was sent by Poseidon, but she was rescued by Perseus and became his wife",0.2045,0.0682,1.5,22.0,3,3,book;play;tragedy,IsA;dbpedia/genre,true
cn_1227,crop,a collection of people or things appearing together,0.2035,0.0678,6.0,88.464,3,3,bear;cut;range,MannerOf;Synonym,true
cn_1228,horse,troops trained to fight on horseback,0.2033,0.0254,9.828,386.687,8,8,animal;country;eyes;gate;history;outside;show;white,AtLocation;HasA;HasProperty;IsA,true
cn_1229,shark,a person who is ruthless and greedy and dishonest,0.2025,0.0337,7.0,207.453,6,6,business;expert;news;novel;outside;school,AtLocation;IsA,true
cn_1230,tooth,a means of enforcement,0.2022,0.0506,8.0,158.24,4,4,means;root;saw;structure,IsA;PartOf,true
cn_1231,celebrity,a widely known person,0.2019,0.0673,3.5,52.0,3,3,people;person;personality,IsA;dbpedia/genre,true
cn_1232,garden,the flowers or vegetables or fruits or herbs that are cultivated in a garden,0.2019,0.0505,8.828,174.936,4,5,familiar;gate;ground;house,AtLocation;PartOf;SimilarTo,true
cn_1233,ride,a journey in a vehicle (usually an automobile),0.1992,0.0664,8.0,120.464,3,4,fair;mount;travel,AtLocation;MannerOf;Synonym,true
cn_1234,rocket,"propels bright light high in the sky, or used to propel a lifesaving line or harpoon",0.1974,0.0493,5.0,101.328,4,4,liberty;private;rise;vehicle,IsA;MannerOf,true
cn_1235,soft,yielding readily to pressure or weight,0.1973,0.0493,9.0,182.472,4,6,easy;hands;lead;little,CapableOf;HasProperty;SimilarTo;Synonym,true
cn_1236,heater,(baseball) a pitch thrown with maximum velocity,0.1954,0.0651,4.828,74.12,3,3,home;house;office,AtLocation,true
cn_1237,rome,the leadership of the Roman Catholic Church,0.1951,0.065,3.5,53.828,3,3,city;leadership;line,AtLocation;IsA;Synonym,true
cn_1238,shower,someone who organizes an exhibit for others to see,0.1945,0.0486,6.0,123.363,4,5,accommodation;exercise;house;party,AtLocation;HasLastSubevent;IsA;PartOf;UsedFor,true
cn_1239,fish,(astrology) a person who is born while the sun is in Pisces,0.1939,0.0215,20.472,950.27,9,14,animal;food;line;mark;market;person;scale;search;witch,AtLocation;Desires;IsA;MannerOf;Synonym;UsedFor,true
cn_1240,ribbon,an award for winning a championship or commemorating some other event,0.1936,0.0645,5.0,77.484,3,3,fashion;notion;object,IsA;UsedFor,true
cn_1241,couple,a pair who associate with one another,0.1926,0.0482,6.0,124.592,4,4,dance;family;fellow;join,CapableOf;IsA;PartOf;Synonym,true
cn_1242,jog,a slow pace of running,0.1923,0.0641,8.0,124.828,3,6,exercise;person;run,Desires;HasPrerequisite;HasSubevent;MannerOf;MotivatedByGoal,true
cn_1243,things,any movable possession (especially articles of clothing),0.1905,0.0635,4.0,63.0,3,3,house;property;simple,AtLocation;HasProperty;IsA,true
cn_1244,greek,the Hellenic branch of the Indo-European family of languages,0.1875,0.0625,3.0,48.0,3,3,european;human;person,IsA,true
cn_1245,crying,a loud utterance; often in protest or opposition,0.1862,0.0465,4.0,85.944,4,4,better;event;help;life,Causes;CausesDesire;IsA;PartOf,true
cn_1246,police officer,a member of a police force,0.1834,0.0611,4.828,78.981,3,3,case;city;street,AtLocation;CapableOf,true
cn_1247,cow,a large unpleasant woman,0.1831,0.0366,7.464,203.847,5,5,adult;book;fair;stable;village,AtLocation;IsA,true
cn_1248,unfortunate,a person who suffers misfortune,0.1829,0.061,5.0,82.0,3,3,failure;ill;person,IsA;Synonym,true
cn_1249,coach,"a person who gives private instruction (as in singing, acting, etc.)",0.1828,0.0609,6.0,98.464,3,4,teach;teacher;vehicle,IsA;MannerOf,true
cn_1250,bright,emitting or reflecting light readily or in large amounts,0.1818,0.0455,9.0,198.0,4,7,clear;deep;light;sun,HasProperty;SimilarTo;Synonym,true
cn_1251,tongue,a human written or spoken language used by a community; opposed to e.g. a computer language,0.1818,0.0606,6.0,99.003,3,5,body;language;play,MannerOf;PartOf;Synonym,true
cn_1252,performer,an entertainer who performs a dramatic or musical work for an audience,0.1796,0.0599,4.0,66.828,3,3,dance;party;stage,AtLocation;CapableOf,true
cn_1253,toilet,misfortune resulting in lost effort or money,0.1792,0.0597,10.0,167.395,3,4,head;house;room,AtLocation;IsA;Synonym,true
cn_1254,advertising,a public promotion of some product or service,0.179,0.0597,3.0,50.292,3,3,communication;media;sign,IsA;UsedFor,true
cn_1255,trap,something (often something deceptively attractive) that catches you unawares,0.1784,0.0595,6.0,100.899,3,3,hold;net;web,IsA;MannerOf,true
cn_1256,fast,abstaining from food,0.1739,0.058,10.0,172.464,3,8,deep;easy;express,SimilarTo;Synonym,true
cn_1257,italian language,the Romance language spoken in Italy,0.1731,0.0577,1.5,26.0,3,3,language;line;lives,IsA;dbpedia/language,true
cn_1258,hike,a long walk usually for exercise or pleasure,0.1723,0.0574,8.828,153.724,3,4,exercise;raise;rise,MannerOf;MotivatedByGoal;Synonym,true
cn_1259,ugly,displeasing to the senses,0.1714,0.0571,4.0,70.0,3,3,corrupt;ill;war,HasProperty;Synonym,true
cn_1260,hiking,a long walk usually for exercise or pleasure,0.1695,0.0565,6.464,114.412,3,4,exercise;health;plan,Causes;HasPrerequisite;UsedFor,true
cn_1261,soup,an unfortunate situation,0.1693,0.0564,8.792,155.84,3,4,course;food;situation,IsA,true
cn_1262,shopping,searching for or buying goods or services,0.1688,0.0338,6.0,177.72,5,5,market;money;panic;stop;travel,Causes;HasPrerequisite;HasSubevent;UsedFor,true
cn_1263,jack,a man who serves as a sailor,0.1687,0.0562,7.0,124.472,3,4,flag;raise;tool,IsA;MannerOf,true
cn_1264,calendar,a list or register of events (appointments or social events or court cases etc.),0.1686,0.0562,4.0,71.191,3,3,agenda;date;list,AtLocation;IsA;Synonym,true
cn_1265,sack,the plundering of a place by an army or mob; usually involves destruction and slaughter,0.1685,0.0562,5.0,89.0,3,3,net;office;take,AtLocation;MannerOf;Synonym,true
cn_1266,buying,the act of buying,0.1681,0.024,11.828,492.552,7,8,act;feel;getting;money;moving;sample;study,Causes;HasPrerequisite;HasSubevent;IsA;UsedFor,true
cn_1267,sneeze,a symptom consisting of the involuntary expulsion of air from the nose,0.1672,0.0557,3.0,53.828,3,3,illness;people;writing,CapableOf;HasSubevent;IsA,true
cn_1268,envelope,the maximum operating capability of a system (especially an aircraft),0.1645,0.0548,4.0,72.956,3,3,bill;hold;mail,AtLocation;UsedFor,true
cn_1269,win,something won (especially money),0.1632,0.0544,7.0,128.649,3,4,carry;gain;take,MannerOf;Synonym,true
cn_1270,tail,a spy employed to follow someone and report their movements,0.1632,0.0544,6.0,110.292,3,3,flag;process;top,IsA;MannerOf,true
cn_1271,atlas,(Greek mythology) a Titan who was forced by Zeus to bear the sky on his shoulders,0.1632,0.0408,2.5,61.292,4,4,country;moon;planet;star,AtLocation;IsA,true
cn_1272,surfing,the sport of riding a surfboard toward the shore on the crest of a wave,0.1631,0.0408,5.0,122.619,4,5,activity;balance;challenge;exercise,HasPrerequisite;HasSubevent;UsedFor,true
cn_1273,spy,a secret watcher; someone who secretly watches other people,0.1614,0.0538,4.0,74.363,3,4,following;information;person,CapableOf;Desires;IsA,true
cn_1274,drawer,the person who writes a check or draft instructing the drawee to pay someone else,0.1596,0.0228,7.0,307.007,7,7,bear;book;change;letters;money;object;organization,AtLocation;UsedFor,true
cn_1275,afraid,filled with fear or apprehension,0.1593,0.0531,6.0,113.0,3,4,concerned;fear;run,MotivatedByGoal;SimilarTo;Synonym,true
cn_1276,fan,an enthusiastic devotee of sports,0.1582,0.0396,6.0,151.684,4,4,devotee;person;room;south,AtLocation;IsA;Synonym,true
cn_1277,cloud,"any collection of particles (e.g., smoke or dust) or gases that is visible",0.1581,0.0395,6.0,151.813,4,4,atmosphere;change;dark;suspicion,AtLocation;HasProperty;IsA;MannerOf,true
cn_1278,asiatic,a native or inhabitant of Asia,0.1579,0.0526,6.0,114.0,3,3,chinese;indian;korean,IsA,true
cn_1279,boredom,the feeling of being bored by something tedious,0.1567,0.0261,7.0,268.001,6,6,bad;conference;meeting;play;travel;work,AtLocation;CausesDesire;HasProperty,true
cn_1280,strip,a sequence of drawings telling a story in a newspaper or comic book,0.1565,0.0522,6.0,115.0,3,3,lead;part;stay,IsA,true
cn_1281,pedestrian,a person who travels by foot,0.1552,0.0517,3.0,58.0,3,3,human;person;street,AtLocation;IsA,true
cn_1282,bee,a social gathering to carry out some communal task or to hold competitions,0.1545,0.0257,6.0,233.084,6,6,church;fair;group;house;nature;outside,AtLocation,true
cn_1283,bass,the lowest part of the musical range,0.1544,0.0515,5.0,97.141,3,3,deep;part;sound,IsA;Synonym,true
cn_1284,bone,a shade of white the color of bleached bones,0.1543,0.0309,10.292,333.532,5,5,animal;food;human;support;white,AtLocation;IsA;UsedFor,true
cn_1285,dirty,soiled or likely to soil with dirt or grime,0.1522,0.0381,9.0,236.464,4,5,change;ground;hostile;sex,AtLocation;HasProperty;MannerOf;SimilarTo,true
cn_1286,freeze,the withdrawal of heat to change something from a liquid to a solid,0.1517,0.0506,5.0,98.899,3,3,act;change;cold,MannerOf;SimilarTo,true
cn_1287,winning,succeeding with great difficulty,0.1512,0.0504,6.0,119.012,3,5,game;guilt;success,Causes;IsA;UsedFor,true
cn_1288,skilled worker,a worker who has acquired special skills,0.1509,0.0377,6.0,159.0,4,4,academic;founder;official;professional,IsA,true
cn_1289,crash,the act of colliding with something,0.1501,0.05,6.0,119.945,3,3,change;move;sound,MannerOf,true
cn_1290,dinner,a party of people assembled to have dinner together,0.1479,0.0493,6.0,121.668,3,3,conversation;party;person,AtLocation;Desires;IsA,true
cn_1291,awake,not in a state of sleep; completely conscious,0.1465,0.0488,7.0,143.392,3,6,conscious;expectation;think,CausesDesire;HasPrerequisite;HasSubevent;Synonym,true
cn_1292,bag,an ugly or ill-tempered woman,0.1458,0.0292,7.0,239.984,5,5,carry;goal;hold;market;travel,AtLocation;CapableOf;Causes;UsedFor,true
cn_1293,graduate,a person who has received a degree from a school (high school or college or university),0.1456,0.0485,3.0,61.828,3,3,party;person;study,HasFirstSubevent;HasLastSubevent;IsA,true
cn_1294,bread,informal terms for money,0.1432,0.0358,8.5,237.38,4,5,food;host;market;white,AtLocation;HasProperty;IsA;Synonym,true
cn_1295,screen,the personnel of the film industry,0.1401,0.0467,6.0,128.464,3,3,background;show;test,IsA;MannerOf;Synonym,true
cn_1296,hook,anything that serves as an enticement,0.1397,0.0466,6.0,128.828,3,3,draw;offer;play,MannerOf;Synonym,true
cn_1297,recreation,an activity that diverts or amuses or stimulates,0.1388,0.0463,3.0,64.828,3,3,music;party;sex,PartOf;UsedFor,true
cn_1298,heavy metal music,loud and harsh sounding rock music with a strong beat; lyrics usually involve violent or fantastic imagery,0.1385,0.0462,1.5,32.5,3,3,animal;cult;live,dbpedia/genre,true
cn_1299,speaker,the presiding officer of a deliberative assembly,0.1377,0.0459,5.828,126.948,3,3,conference;product;witness,AtLocation;IsA,true
cn_1300,wild,a wild primitive state untouched by civilization,0.1364,0.0455,5.0,109.964,3,3,animal;state;violent,AtLocation;IsA;Synonym,true
cn_1301,anime,"a style of animation developed in Japan, characterized by stylized colorful art and often adult themes",0.1354,0.0451,2.0,44.328,3,3,blood;name;sign,IsA,true
cn_1302,unhealthy,not in or exhibiting good health in body or mind,0.1349,0.045,7.0,155.656,3,4,food;mental;weak,HasProperty;SimilarTo;Synonym,true
cn_1303,shoes,a particular situation,0.1348,0.0449,4.0,89.039,3,3,home;place;white,AtLocation;HasProperty;Synonym,true
cn_1304,bowl,the act of rolling something (as the ball in bowling),0.1339,0.0335,7.0,209.039,4,4,food;hold;play;serve,AtLocation;MannerOf;UsedFor,true
cn_1305,noble,of or belonging to or constituting the hereditary aristocracy especially as derived from feudal times,0.1333,0.0444,3.0,67.5,3,3,great;high;superior,Synonym,true
cn_1306,worker,a person who works at a specific occupation,0.1329,0.0148,14.0,948.292,9,12,founder;missionary;person;researcher;rhetoric;security;slave;student;work,AtLocation;IsA,true
cn_1307,device,something in an artistic work designed to achieve a particular effect,0.132,0.0189,10.0,530.3,7,7,book;key;purpose;support;television;tool;union,IsA;UsedFor,true
cn_1308,heavy,an actor who plays villainous roles,0.1303,0.0326,5.0,153.484,4,4,character;dark;deep;lead,HasProperty;IsA;Synonym,true
cn_1309,blade,a dashing young man,0.1302,0.0434,4.0,92.156,3,3,cut;saw;structure,IsA;PartOf;UsedFor,true
cn_1310,loft,(golf) the backward slant on the head of some golf clubs that is designed to drive the ball high in the air,0.1298,0.0433,4.0,92.464,3,3,building;city;house,AtLocation;PartOf,true
cn_1311,crab,(astrology) a person who is born while the sun is in Cancer,0.1291,0.0258,8.0,309.745,5,5,animal;food;office;outside;person,AtLocation;IsA,true
cn_1312,beef,informal terms for objecting,0.1289,0.043,3.0,69.828,3,3,food;ground;person,Desires;IsA;ReceivesAction,true
cn_1313,piano,(music) low loudness,0.1286,0.0429,6.464,150.813,3,3,church;music;teaching,AtLocation;UsedFor,true
cn_1314,dish,a very attractive or seductive looking woman,0.1263,0.0253,11.0,435.484,5,6,food;form;hold;serve;special,IsA;MannerOf;Synonym;UsedFor,true
cn_1315,cavity,soft decayed area in a tooth; progressive decay can lead to the death of a tooth,0.1249,0.0416,6.0,144.12,3,3,body;space;structure,IsA;PartOf,true
cn_1316,smoke,a cloud of fine particles suspended in a gas,0.1242,0.0311,6.828,219.832,4,4,dangerous;gas;sex;use,CausesDesire;HasProperty;IsA;MannerOf,true
cn_1317,magician,someone who performs magic tricks to amuse an audience,0.112,0.0373,2.5,66.993,3,3,book;party;phenomenon,AtLocation;IsA;Synonym,true
cn_1318,angry,feeling or showing anger,0.1111,0.037,3.0,81.0,3,3,cross;kill;people,HasProperty;MotivatedByGoal;Synonym,true
cn_1319,attic,the dialect of Ancient Greek spoken and written in Attica and Athens and Ionia,0.1094,0.0365,5.0,137.056,3,3,home;house;light,AtLocation;PartOf,true
cn_1320,virus,a harmful or corrupting agency,0.107,0.0357,3.0,84.084,3,3,body;cold;live,AtLocation;Causes;Desires,true
cn_1321,grass,German writer of novels and poetry and plays (born 1927),0.1055,0.0264,8.928,338.448,4,4,country;cut;field;ground,AtLocation;HasA,true
cn_1322,tack,(nautical) the act of changing tack,0.1053,0.0351,3.0,85.472,3,3,change;tool;turning,IsA;Synonym,true
cn_1323,hat,an informal term for a person's role,0.1052,0.0351,6.0,171.156,3,4,function;head;home,AtLocation;IsA;UsedFor,true
cn_1324,fart,a reflex that expels intestinal gas through the anus,0.1039,0.026,5.0,192.503,4,4,attention;gas;move;student,CapableOf;HasFirstSubevent;MotivatedByGoal;Synonym,true
cn_1325,sharp,a musical notation indicating one half step higher than the note named,0.1024,0.0341,6.0,175.845,3,4,accurate;high;intense,SimilarTo;Synonym,true
cn_1326,storage,the act of storing something,0.0984,0.0328,3.0,91.484,3,3,building;maintenance;space,AtLocation;IsA;UsedFor,true
cn_1327,plant,(botany) a living organism lacking the power of locomotion,0.0945,0.0094,16.5,1746.827,10,11,annual;book;escape;house;nature;outside;put;root;set;works,AtLocation;IsA;MannerOf;PartOf;Synonym,true
cn_1328,pilot,someone who is licensed to operate an aircraft in flight,0.0939,0.0313,4.0,127.784,3,3,ground;mark;original,AtLocation;IsA;Synonym,true
cn_1329,bullet,(baseball) a pitch thrown with maximum velocity,0.0882,0.0294,3.0,102.039,3,3,kill;murder;part,IsA;UsedFor,true
cn_1330,spit,the act of spitting (forcefully expelling saliva),0.0875,0.0292,4.0,137.12,3,4,aim;cold;leave,CausesDesire;HasPrerequisite;HasSubevent,true
cn_1331,boot,the swift release of a store of affective force,0.0871,0.029,4.0,137.828,3,3,counter;move;recruit,IsA;PartOf,true
cn_1332,predicate,(logic) what is predicated of the subject of a proposition; the second term in a proposition is predicated of the first term by means of the copula,0.0822,0.0274,4.0,146.0,3,3,relationship;role;term,IsA,true
